,appTitle,userName,date,score,Category,date_ex,processed_text,wordcount,stopword,lemmatizer,stemmer,bigrams,bow,tag,future,present_simple,present_con,past
325,Zelle,Kentavious Williams,"April 30, 2019",1,FINANCE,2019-05-09, It wont allow me to access their with my phone number and i just sent some money the day before  customer service  they blamed it on my phone carrier and My phone carrier said my service is intact  For the record a negative 5,44.0,"['wont', 'allow', 'access', 'phone', 'number', 'sent', 'money', 'day', 'customer', 'service', 'blamed', 'phone', 'carrier', 'phone', 'carrier', 'said', 'service', 'intact', 'record', 'negative', '5']","['it', 'wont', 'allow', 'me', 'to', 'access', 'their', 'with', 'my', 'phone', 'number', 'and', 'i', 'just', 'sent', 'some', 'money', 'the', 'day', 'before', 'customer', 'service', 'they', 'blamed', 'it', 'on', 'my', 'phone', 'carrier', 'and', 'my', 'phone', 'carrier', 'said', 'my', 'service', 'is', 'intact', 'for', 'the', 'record', 'a', 'negative', '5']",it wont allow me to access their with my phone number and i just sent some money the day befor custom servic they blame it on my phone carrier and my phone carrier said my servic is intact for the record a neg 5,"[('it', 'wont'), ('wont', 'allow'), ('allow', 'me'), ('me', 'to'), ('to', 'access'), ('access', 'their'), ('their', 'with'), ('with', 'my'), ('my', 'phone'), ('phone', 'number'), ('number', 'and'), ('and', 'i'), ('i', 'just'), ('just', 'sent'), ('sent', 'some'), ('some', 'money'), ('money', 'the'), ('the', 'day'), ('day', 'before'), ('before', 'customer'), ('customer', 'service'), ('service', 'they'), ('they', 'blamed'), ('blamed', 'it'), ('it', 'on'), ('on', 'my'), ('my', 'phone'), ('phone', 'carrier'), ('carrier', 'and'), ('and', 'my'), ('my', 'phone'), ('phone', 'carrier'), ('carrier', 'said'), ('said', 'my'), ('my', 'service'), ('service', 'is'), ('is', 'intact'), ('intact', 'for'), ('for', 'the'), ('the', 'record'), ('record', 'a'), ('a', 'negative'), ('negative', '5')]", It wont allow me to access their with my phone number and i just sent some money the day before  customer service  they blamed it on my phone carrier and My phone carrier said my service is intact  For the record a negative 5,"['PRP', 'VBD', 'VB', 'PRP', 'TO', 'NN', 'PRP$', 'IN', 'PRP$', 'NN', 'NN', 'CC', 'VB', 'RB', 'VBN', 'DT', 'NN', 'DT', 'NN', 'IN', 'NN', 'NN', 'PRP', 'VBD', 'PRP', 'IN', 'PRP$', 'NN', 'NN', 'CC', 'NNP', 'NN', 'NN', 'VBD', 'PRP$', 'NN', 'VBZ', 'JJ', 'IN', 'DT', 'NN', 'DT', 'JJ', 'CD']",0,1,0,4
326,Amazon Prime Video,Dee da kxdd,"May 1, 2019",4,ENTERTAINMENT,2019-05-09,its mostly pretty great i have premium so yeah,9.0,"['mostly', 'pretty', 'great', 'premium', 'yeah']","['it', 'mostly', 'pretty', 'great', 'i', 'have', 'premium', 'so', 'yeah']",it mostli pretti great i have premium so yeah,"[('its', 'mostly'), ('mostly', 'pretty'), ('pretty', 'great'), ('great', 'i'), ('i', 'have'), ('have', 'premium'), ('premium', 'so'), ('so', 'yeah')]",its mostly pretty great i have premium so yeah,"['PRP$', 'RB', 'RB', 'JJ', 'NNS', 'VBP', 'VBN', 'RB', 'JJ']",0,1,0,1
327,Bitmoji – Your Personal Emoji,Anita Williams,"April 6, 2019",5,ENTERTAINMENT,2019-04-07,i like it,3.0,['like'],"['i', 'like', 'it']",i like it,"[('i', 'like'), ('like', 'it')]",i like it,"['NN', 'IN', 'PRP']",0,0,0,0
328,Drum Pad Machine - Make Beats,Amaan Mohammed,"April 8, 2019",5,MUSIC_AND_AUDIO,2019-04-14,it  s the best I can  t stop it ,9.0,"['best', 'stop']","['it', 's', 'the', 'best', 'i', 'can', 't', 'stop', 'it']",it s the best i can t stop it,"[('it', 's'), ('s', 'the'), ('the', 'best'), ('best', 'i'), ('i', 'can'), ('can', 't'), ('t', 'stop'), ('stop', 'it')]",it  s the best I can  t stop it ,"['PRP', 'VBZ', 'DT', 'JJS', 'PRP', 'MD', 'VB', 'VB', 'PRP']",1,1,0,0
329,Duolingo: Learn Languages Free,Fvck Kpop,"April 7, 2019",5,FAMILY,2019-04-07,a mi familia el,4.0,"['mi', 'familia', 'el']","['a', 'mi', 'familia', 'el']",a mi familia el,"[('a', 'mi'), ('mi', 'familia'), ('familia', 'el')]",a mi familia el,"['DT', 'NN', 'NN', 'NN']",0,0,0,0
330,Lose It! - Calorie Counter,A Google User,"June 22, 2018",5,HEALTH_AND_FITNESS,2019-04-07,Great i love it but needs a little touch up in of workout and some ,15.0,"['great', 'love', 'needs', 'little', 'touch', 'workout']","['great', 'i', 'love', 'it', 'but', 'need', 'a', 'little', 'touch', 'up', 'in', 'of', 'workout', 'and', 'some']",great i love it but need a littl touch up in of workout and some,"[('great', 'i'), ('i', 'love'), ('love', 'it'), ('it', 'but'), ('but', 'needs'), ('needs', 'a'), ('a', 'little'), ('little', 'touch'), ('touch', 'up'), ('up', 'in'), ('in', 'of'), ('of', 'workout'), ('workout', 'and'), ('and', 'some')]",Great i love it but needs a little touch up in of workout and some ,"['NNP', 'JJ', 'VBP', 'PRP', 'CC', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'IN', 'IN', 'NN', 'CC', 'DT']",0,2,0,0
331,Family Locator - GPS Tracker,Kika Dancy,"March 14, 2019",1,LIFESTYLE,2019-04-01,You are very unprofessional i been for help and clearly getting  plain garbage literally i need this to make sure i know where my is and getting nothing from you  You don  t one star ,35.0,"['unprofessional', 'help', 'clearly', 'getting', 'plain', 'garbage', 'literally', 'need', 'make', 'sure', 'know', 'getting', 'nothing', 'one', 'star']","['you', 'are', 'very', 'unprofessional', 'i', 'been', 'for', 'help', 'and', 'clearly', 'getting', 'plain', 'garbage', 'literally', 'i', 'need', 'this', 'to', 'make', 'sure', 'i', 'know', 'where', 'my', 'is', 'and', 'getting', 'nothing', 'from', 'you', 'you', 'don', 't', 'one', 'star']",you are veri unprofession i been for help and clearli get plain garbag liter i need thi to make sure i know where my is and get noth from you you don t one star,"[('you', 'are'), ('are', 'very'), ('very', 'unprofessional'), ('unprofessional', 'i'), ('i', 'been'), ('been', 'for'), ('for', 'help'), ('help', 'and'), ('and', 'clearly'), ('clearly', 'getting'), ('getting', 'plain'), ('plain', 'garbage'), ('garbage', 'literally'), ('literally', 'i'), ('i', 'need'), ('need', 'this'), ('this', 'to'), ('to', 'make'), ('make', 'sure'), ('sure', 'i'), ('i', 'know'), ('know', 'where'), ('where', 'my'), ('my', 'is'), ('is', 'and'), ('and', 'getting'), ('getting', 'nothing'), ('nothing', 'from'), ('from', 'you'), ('you', 'you'), ('you', 'don'), ('don', 't'), ('t', 'one'), ('one', 'star')]",You are very unprofessional i been for help and clearly getting  plain garbage literally i need this to make sure i know where my is and getting nothing from you  You don  t one star ,"['PRP', 'VBP', 'RB', 'JJ', 'NN', 'VBN', 'IN', 'NN', 'CC', 'RB', 'VBG', 'JJ', 'NN', 'RB', 'JJ', 'VBP', 'DT', 'TO', 'VB', 'JJ', 'NN', 'VBP', 'WRB', 'PRP$', 'VBZ', 'CC', 'VBG', 'NN', 'IN', 'PRP', 'PRP', 'VBP', 'JJ', 'CD', 'NN']",0,7,0,1
332,Minion Rush: Despicable Me Official Game,Monaliza Ariff,"March 29, 2019",5,FAMILY,2019-04-14,Superb  fun and I like the of suggesting for difference ,10.0,"['superb', 'fun', 'like', 'suggesting', 'difference']","['superb', 'fun', 'and', 'i', 'like', 'the', 'of', 'suggesting', 'for', 'difference']",superb fun and i like the of suggest for differ,"[('superb', 'fun'), ('fun', 'and'), ('and', 'i'), ('i', 'like'), ('like', 'the'), ('the', 'of'), ('of', 'suggesting'), ('suggesting', 'for'), ('for', 'difference')]",Superb  fun and I like the of suggesting for difference ,"['NNP', 'NN', 'CC', 'PRP', 'VBP', 'DT', 'IN', 'VBG', 'IN', 'NN']",0,2,0,0
333,Credit Karma,patrick balfour,"March 18, 2019",5,FINANCE,2019-03-24,Easy to use  it  s free  and needs to be a necessity for everyone ,14.0,"['easy', 'use', 'free', 'needs', 'necessity', 'everyone']","['easy', 'to', 'use', 'it', 's', 'free', 'and', 'need', 'to', 'be', 'a', 'necessity', 'for', 'everyone']",easi to use it s free and need to be a necess for everyon,"[('easy', 'to'), ('to', 'use'), ('use', 'it'), ('it', 's'), ('s', 'free'), ('free', 'and'), ('and', 'needs'), ('needs', 'to'), ('to', 'be'), ('be', 'a'), ('a', 'necessity'), ('necessity', 'for'), ('for', 'everyone')]",Easy to use  it  s free  and needs to be a necessity for everyone ,"['NNP', 'TO', 'VB', 'PRP', 'JJ', 'JJ', 'CC', 'VBZ', 'TO', 'VB', 'DT', 'NN', 'IN', 'NN']",0,1,0,0
334,Minion Rush: Despicable Me Official Game,A Google User,"March 27, 2019",5,FAMILY,2019-04-14,it  s a great game but I don  t know how to play without the,15.0,"['great', 'game', 'know', 'play', 'without']","['it', 's', 'a', 'great', 'game', 'but', 'i', 'don', 't', 'know', 'how', 'to', 'play', 'without', 'the']",it s a great game but i don t know how to play without the,"[('it', 's'), ('s', 'a'), ('a', 'great'), ('great', 'game'), ('game', 'but'), ('but', 'i'), ('i', 'don'), ('don', 't'), ('t', 'know'), ('know', 'how'), ('how', 'to'), ('to', 'play'), ('play', 'without'), ('without', 'the')]",it  s a great game but I don  t know how to play without the,"['PRP', 'VBZ', 'DT', 'JJ', 'NN', 'CC', 'PRP', 'VBP', 'RB', 'VB', 'WRB', 'TO', 'VB', 'IN', 'DT']",0,2,0,0
335,Drum Pad Machine - Make Beats,mr Lindgren,"April 13, 2019",5,MUSIC_AND_AUDIO,2019-04-14,this is the best thing that I  ever seen,9.0,"['best', 'thing', 'ever', 'seen']","['this', 'is', 'the', 'best', 'thing', 'that', 'i', 'ever', 'seen']",thi is the best thing that i ever seen,"[('this', 'is'), ('is', 'the'), ('the', 'best'), ('best', 'thing'), ('thing', 'that'), ('that', 'i'), ('i', 'ever'), ('ever', 'seen')]",this is the best thing that I  ever seen,"['DT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'PRP', 'RB', 'VBN']",0,1,0,1
336,WildCraft: Animal Sim Online 3D,A Google User,"January 14, 2019",4,FAMILY,2019-04-14,It Is Very Good  Well  Other Than It On  Please Fix It  I Want To Join My But It Wont Let Me  Every Time I Go To Get On  It  I Tried Re  It Over And Over  But It Does The Same Thing   If You See This  Please Fix It P  S  I Love All Of Your  Just Fix This Little Bug  ,62.0,"['good', 'well', 'please', 'fix', 'want', 'join', 'wont', 'let', 'every', 'time', 'go', 'get', 'tried', 'thing', 'see', 'please', 'fix', 'p', 'love', 'fix', 'little', 'bug']","['it', 'is', 'very', 'good', 'well', 'other', 'than', 'it', 'on', 'please', 'fix', 'it', 'i', 'want', 'to', 'join', 'my', 'but', 'it', 'wont', 'let', 'me', 'every', 'time', 'i', 'go', 'to', 'get', 'on', 'it', 'i', 'tried', 're', 'it', 'over', 'and', 'over', 'but', 'it', 'doe', 'the', 'same', 'thing', 'if', 'you', 'see', 'this', 'please', 'fix', 'it', 'p', 's', 'i', 'love', 'all', 'of', 'your', 'just', 'fix', 'this', 'little', 'bug']",it is veri good well other than it on pleas fix it i want to join my but it wont let me everi time i go to get on it i tri re it over and over but it doe the same thing if you see thi pleas fix it p s i love all of your just fix thi littl bug,"[('it', 'is'), ('is', 'very'), ('very', 'good'), ('good', 'well'), ('well', 'other'), ('other', 'than'), ('than', 'it'), ('it', 'on'), ('on', 'please'), ('please', 'fix'), ('fix', 'it'), ('it', 'i'), ('i', 'want'), ('want', 'to'), ('to', 'join'), ('join', 'my'), ('my', 'but'), ('but', 'it'), ('it', 'wont'), ('wont', 'let'), ('let', 'me'), ('me', 'every'), ('every', 'time'), ('time', 'i'), ('i', 'go'), ('go', 'to'), ('to', 'get'), ('get', 'on'), ('on', 'it'), ('it', 'i'), ('i', 'tried'), ('tried', 're'), ('re', 'it'), ('it', 'over'), ('over', 'and'), ('and', 'over'), ('over', 'but'), ('but', 'it'), ('it', 'does'), ('does', 'the'), ('the', 'same'), ('same', 'thing'), ('thing', 'if'), ('if', 'you'), ('you', 'see'), ('see', 'this'), ('this', 'please'), ('please', 'fix'), ('fix', 'it'), ('it', 'p'), ('p', 's'), ('s', 'i'), ('i', 'love'), ('love', 'all'), ('all', 'of'), ('of', 'your'), ('your', 'just'), ('just', 'fix'), ('fix', 'this'), ('this', 'little'), ('little', 'bug')]",It Is Very Good  Well  Other Than It On  Please Fix It  I Want To Join My But It Wont Let Me  Every Time I Go To Get On  It  I Tried Re  It Over And Over  But It Does The Same Thing   If You See This  Please Fix It P  S  I Love All Of Your  Just Fix This Little Bug  ,"['PRP', 'VBZ', 'RB', 'JJ', 'NNP', 'JJ', 'NNP', 'PRP', 'IN', 'NNP', 'NNP', 'PRP', 'PRP', 'VBP', 'TO', 'VB', 'PRP$', 'CC', 'PRP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'PRP', 'VBP', 'TO', 'VB', 'IN', 'PRP', 'PRP', 'VBD', 'NNP', 'PRP', 'NNP', 'CC', 'NNP', 'CC', 'PRP', 'VBZ', 'DT', 'NNP', 'NNP', 'IN', 'PRP', 'VBP', 'DT', 'NNP', 'NNP', 'PRP', 'NNP', 'NNP', 'PRP', 'VBP', 'DT', 'IN', 'NNP', 'NNP', 'NNP', 'DT', 'NNP', 'NNP']",0,6,0,1
337,Samsung Health,Mocheri B.,"April 2, 2019",2,HEALTH_AND_FITNESS,2019-04-07,Ever since the update it  t sync my sleep schedule with my gear fit 2,15.0,"['ever', 'since', 'update', 'sync', 'sleep', 'schedule', 'gear', 'fit', '2']","['ever', 'since', 'the', 'update', 'it', 't', 'sync', 'my', 'sleep', 'schedule', 'with', 'my', 'gear', 'fit', '2']",ever sinc the updat it t sync my sleep schedul with my gear fit 2,"[('ever', 'since'), ('since', 'the'), ('the', 'update'), ('update', 'it'), ('it', 't'), ('t', 'sync'), ('sync', 'my'), ('my', 'sleep'), ('sleep', 'schedule'), ('schedule', 'with'), ('with', 'my'), ('my', 'gear'), ('gear', 'fit'), ('fit', '2')]",Ever since the update it  t sync my sleep schedule with my gear fit 2,"['RB', 'IN', 'DT', 'NN', 'PRP', 'VBZ', 'JJ', 'PRP$', 'JJ', 'NN', 'IN', 'PRP$', 'JJ', 'JJ', 'CD']",0,1,0,0
338,Fresh EBT - Food Stamp Balance,Ethel Harper,"March 31, 2019",5,FINANCE,2019-04-21,this me a lot  for when you need to see your amount  to see what and where you spent it plus it help u to spend a little at a time  thanks Fresh ,33.0,"['lot', 'need', 'see', 'amount', 'see', 'spent', 'plus', 'help', 'u', 'spend', 'little', 'time', 'thanks', 'fresh']","['this', 'me', 'a', 'lot', 'for', 'when', 'you', 'need', 'to', 'see', 'your', 'amount', 'to', 'see', 'what', 'and', 'where', 'you', 'spent', 'it', 'plus', 'it', 'help', 'u', 'to', 'spend', 'a', 'little', 'at', 'a', 'time', 'thanks', 'fresh']",thi me a lot for when you need to see your amount to see what and where you spent it plu it help u to spend a littl at a time thank fresh,"[('this', 'me'), ('me', 'a'), ('a', 'lot'), ('lot', 'for'), ('for', 'when'), ('when', 'you'), ('you', 'need'), ('need', 'to'), ('to', 'see'), ('see', 'your'), ('your', 'amount'), ('amount', 'to'), ('to', 'see'), ('see', 'what'), ('what', 'and'), ('and', 'where'), ('where', 'you'), ('you', 'spent'), ('spent', 'it'), ('it', 'plus'), ('plus', 'it'), ('it', 'help'), ('help', 'u'), ('u', 'to'), ('to', 'spend'), ('spend', 'a'), ('a', 'little'), ('little', 'at'), ('at', 'a'), ('a', 'time'), ('time', 'thanks'), ('thanks', 'fresh')]",this me a lot  for when you need to see your amount  to see what and where you spent it plus it help u to spend a little at a time  thanks Fresh ,"['DT', 'PRP', 'DT', 'NN', 'IN', 'WRB', 'PRP', 'VBP', 'TO', 'VB', 'PRP$', 'NN', 'TO', 'VB', 'WP', 'CC', 'WRB', 'PRP', 'VBD', 'PRP', 'CC', 'PRP', 'VBZ', 'VB', 'TO', 'VB', 'DT', 'JJ', 'IN', 'DT', 'NN', 'NNS', 'NNP']",0,2,0,1
339,Tag with Ryan,,"December 23, 2018",5,FAMILY,2019-03-24,this is amazing,3.0,['amazing'],"['this', 'is', 'amazing']",thi is amaz,"[('this', 'is'), ('is', 'amazing')]",this is amazing,"['DT', 'VBZ', 'VBG']",0,2,0,0
340,Samsung Health,michelle,"March 10, 2019",5,HEALTH_AND_FITNESS,2019-04-01,awesome just wish there was a reminder when you sedentary,10.0,"['awesome', 'wish', 'reminder', 'sedentary']","['awesome', 'just', 'wish', 'there', 'wa', 'a', 'reminder', 'when', 'you', 'sedentary']",awesom just wish there wa a remind when you sedentari,"[('awesome', 'just'), ('just', 'wish'), ('wish', 'there'), ('there', 'was'), ('was', 'a'), ('a', 'reminder'), ('reminder', 'when'), ('when', 'you'), ('you', 'sedentary')]",awesome just wish there was a reminder when you sedentary,"['JJ', 'RB', 'VB', 'EX', 'VBD', 'DT', 'NN', 'WRB', 'PRP', 'VBP']",0,1,0,1
341,Tag with Ryan,sridhar vempali,"December 29, 2018",1,FAMILY,2019-05-09,Just a worse subway for money by this greedy toy family  cash grab ,13.0,"['worse', 'subway', 'money', 'greedy', 'toy', 'family', 'cash', 'grab']","['just', 'a', 'worse', 'subway', 'for', 'money', 'by', 'this', 'greedy', 'toy', 'family', 'cash', 'grab']",just a wors subway for money by thi greedi toy famili cash grab,"[('just', 'a'), ('a', 'worse'), ('worse', 'subway'), ('subway', 'for'), ('for', 'money'), ('money', 'by'), ('by', 'this'), ('this', 'greedy'), ('greedy', 'toy'), ('toy', 'family'), ('family', 'cash'), ('cash', 'grab')]",Just a worse subway for money by this greedy toy family  cash grab ,"['RB', 'DT', 'JJR', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'VBD', 'NN', 'NN', 'NN']",0,0,0,1
342,Fantastic Face – Face Analysis & Aging Prediction,Jelinda Millgate,"February 19, 2019",1,LIFESTYLE,2019-03-13,SCAM  My child thinking it was free but is only a free 3 day trial and we ended up getting a  45 monthly subscription which doesnt come up as anything on your bill  I had to go looking to find what the charge was for ,45.0,"['scam', 'child', 'thinking', 'free', 'free', '3', 'day', 'trial', 'ended', 'getting', '45', 'monthly', 'subscription', 'doesnt', 'come', 'anything', 'bill', 'go', 'looking', 'find', 'charge']","['scam', 'my', 'child', 'thinking', 'it', 'wa', 'free', 'but', 'is', 'only', 'a', 'free', '3', 'day', 'trial', 'and', 'we', 'ended', 'up', 'getting', 'a', '45', 'monthly', 'subscription', 'which', 'doesnt', 'come', 'up', 'a', 'anything', 'on', 'your', 'bill', 'i', 'had', 'to', 'go', 'looking', 'to', 'find', 'what', 'the', 'charge', 'wa', 'for']",scam my child think it wa free but is onli a free 3 day trial and we end up get a 45 monthli subscript which doesnt come up as anyth on your bill i had to go look to find what the charg wa for,"[('scam', 'my'), ('my', 'child'), ('child', 'thinking'), ('thinking', 'it'), ('it', 'was'), ('was', 'free'), ('free', 'but'), ('but', 'is'), ('is', 'only'), ('only', 'a'), ('a', 'free'), ('free', '3'), ('3', 'day'), ('day', 'trial'), ('trial', 'and'), ('and', 'we'), ('we', 'ended'), ('ended', 'up'), ('up', 'getting'), ('getting', 'a'), ('a', '45'), ('45', 'monthly'), ('monthly', 'subscription'), ('subscription', 'which'), ('which', 'doesnt'), ('doesnt', 'come'), ('come', 'up'), ('up', 'as'), ('as', 'anything'), ('anything', 'on'), ('on', 'your'), ('your', 'bill'), ('bill', 'i'), ('i', 'had'), ('had', 'to'), ('to', 'go'), ('go', 'looking'), ('looking', 'to'), ('to', 'find'), ('find', 'what'), ('what', 'the'), ('the', 'charge'), ('charge', 'was'), ('was', 'for')]",SCAM  My child thinking it was free but is only a free 3 day trial and we ended up getting a  45 monthly subscription which doesnt come up as anything on your bill  I had to go looking to find what the charge was for ,"['NNP', 'NNP', 'NN', 'VBG', 'PRP', 'VBD', 'JJ', 'CC', 'VBZ', 'RB', 'DT', 'JJ', 'CD', 'NN', 'NN', 'CC', 'PRP', 'VBD', 'RP', 'VBG', 'DT', 'CD', 'JJ', 'NN', 'WDT', 'VBZ', 'VBP', 'RP', 'IN', 'NN', 'IN', 'PRP$', 'NN', 'PRP', 'VBD', 'TO', 'VB', 'VBG', 'TO', 'VB', 'WP', 'DT', 'NN', 'VBD', 'IN']",0,6,0,4
343,,Soy Fish,"January 3, 2019",5,HEALTH_AND_FITNESS,2019-05-01,Life and life saving ,4.0,"['life', 'life', 'saving']","['life', 'and', 'life', 'saving']",life and life save,"[('life', 'and'), ('and', 'life'), ('life', 'saving')]",Life and life saving ,"['NN', 'CC', 'NN', 'NN']",0,0,0,0
344,"Notepad - Notes with Reminder, ToDo, Sticky notes",Gemma Foster,"February 19, 2019",5,LIFESTYLE,2019-04-21,clean and organized for my,5.0,"['clean', 'organized']","['clean', 'and', 'organized', 'for', 'my']",clean and organ for my,"[('clean', 'and'), ('and', 'organized'), ('organized', 'for'), ('for', 'my')]",clean and organized for my,"['JJ', 'CC', 'VBN', 'IN', 'PRP$']",0,0,0,1
345,Tinder,Brendan Fernandes,"April 10, 2019",1,LIFESTYLE,2019-04-14,honestly I  m not bad  but something must be up  t right  I have to swipe through at least 500 before I get a match  and the I start generally get left hanging  These are obviously getting way more than you think  at the end of the day thats why I really  t looking for The Tinder exclusive  Especially if its already to work  enjoy  disappointed in Tinder,68.0,"['honestly', 'bad', 'something', 'must', 'right', 'swipe', 'least', '500', 'get', 'match', 'start', 'generally', 'get', 'left', 'hanging', 'obviously', 'getting', 'way', 'think', 'end', 'day', 'thats', 'really', 'looking', 'tinder', 'exclusive', 'especially', 'already', 'work', 'enjoy', 'disappointed', 'tinder']","['honestly', 'i', 'm', 'not', 'bad', 'but', 'something', 'must', 'be', 'up', 't', 'right', 'i', 'have', 'to', 'swipe', 'through', 'at', 'least', '500', 'before', 'i', 'get', 'a', 'match', 'and', 'the', 'i', 'start', 'generally', 'get', 'left', 'hanging', 'these', 'are', 'obviously', 'getting', 'way', 'more', 'than', 'you', 'think', 'at', 'the', 'end', 'of', 'the', 'day', 'thats', 'why', 'i', 'really', 't', 'looking', 'for', 'the', 'tinder', 'exclusive', 'especially', 'if', 'it', 'already', 'to', 'work', 'enjoy', 'disappointed', 'in', 'tinder']",honestli i m not bad but someth must be up t right i have to swipe through at least 500 befor i get a match and the i start gener get left hang these are obvious get way more than you think at the end of the day that whi i realli t look for the tinder exclus especi if it alreadi to work enjoy disappoint in tinder,"[('honestly', 'i'), ('i', 'm'), ('m', 'not'), ('not', 'bad'), ('bad', 'but'), ('but', 'something'), ('something', 'must'), ('must', 'be'), ('be', 'up'), ('up', 't'), ('t', 'right'), ('right', 'i'), ('i', 'have'), ('have', 'to'), ('to', 'swipe'), ('swipe', 'through'), ('through', 'at'), ('at', 'least'), ('least', '500'), ('500', 'before'), ('before', 'i'), ('i', 'get'), ('get', 'a'), ('a', 'match'), ('match', 'and'), ('and', 'the'), ('the', 'i'), ('i', 'start'), ('start', 'generally'), ('generally', 'get'), ('get', 'left'), ('left', 'hanging'), ('hanging', 'these'), ('these', 'are'), ('are', 'obviously'), ('obviously', 'getting'), ('getting', 'way'), ('way', 'more'), ('more', 'than'), ('than', 'you'), ('you', 'think'), ('think', 'at'), ('at', 'the'), ('the', 'end'), ('end', 'of'), ('of', 'the'), ('the', 'day'), ('day', 'thats'), ('thats', 'why'), ('why', 'i'), ('i', 'really'), ('really', 't'), ('t', 'looking'), ('looking', 'for'), ('for', 'the'), ('the', 'tinder'), ('tinder', 'exclusive'), ('exclusive', 'especially'), ('especially', 'if'), ('if', 'its'), ('its', 'already'), ('already', 'to'), ('to', 'work'), ('work', 'enjoy'), ('enjoy', 'disappointed'), ('disappointed', 'in'), ('in', 'tinder')]",honestly I  m not bad  but something must be up  t right  I have to swipe through at least 500 before I get a match  and the I start generally get left hanging  These are obviously getting way more than you think  at the end of the day thats why I really  t looking for The Tinder exclusive  Especially if its already to work  enjoy  disappointed in Tinder,"['RB', 'PRP', 'MD', 'RB', 'JJ', 'CC', 'NN', 'MD', 'VB', 'RP', 'JJ', 'NN', 'PRP', 'VBP', 'TO', 'VB', 'IN', 'IN', 'JJS', 'CD', 'IN', 'PRP', 'VBP', 'DT', 'NN', 'CC', 'DT', 'PRP', 'VBP', 'RB', 'VBP', 'VBN', 'NN', 'DT', 'VBP', 'RB', 'VBG', 'NN', 'JJR', 'IN', 'PRP', 'VBP', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'WRB', 'PRP', 'RB', 'VBP', 'VBG', 'IN', 'DT', 'NNP', 'JJ', 'RB', 'IN', 'PRP$', 'RB', 'TO', 'VB', 'RB', 'JJ', 'IN', 'NN']",2,10,0,1
346,Lose Belly Fat in 30 Days - Flat Stomach,Surya Ravindra,"March 6, 2019",5,HEALTH_AND_FITNESS,2019-04-01,This is very nice but instead of other language also use like  for some people  But this is very good ,20.0,"['nice', 'instead', 'language', 'also', 'use', 'like', 'people', 'good']","['this', 'is', 'very', 'nice', 'but', 'instead', 'of', 'other', 'language', 'also', 'use', 'like', 'for', 'some', 'people', 'but', 'this', 'is', 'very', 'good']",thi is veri nice but instead of other languag also use like for some peopl but thi is veri good,"[('this', 'is'), ('is', 'very'), ('very', 'nice'), ('nice', 'but'), ('but', 'instead'), ('instead', 'of'), ('of', 'other'), ('other', 'language'), ('language', 'also'), ('also', 'use'), ('use', 'like'), ('like', 'for'), ('for', 'some'), ('some', 'people'), ('people', 'but'), ('but', 'this'), ('this', 'is'), ('is', 'very'), ('very', 'good')]",This is very nice but instead of other language also use like  for some people  But this is very good ,"['DT', 'VBZ', 'RB', 'JJ', 'CC', 'RB', 'IN', 'JJ', 'NN', 'RB', 'VBP', 'IN', 'IN', 'DT', 'NNS', 'CC', 'DT', 'VBZ', 'RB', 'JJ']",0,3,0,0
